"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"16.06.2021","461,30","463,90","463,90","460,00","54,58K","-0,55%"
"15.06.2021","463,85","465,05","469,00","463,85","71,71K","-0,67%"
"14.06.2021","467,00","464,80","467,00","463,00","33,85K","0,95%"
"11.06.2021","462,60","462,00","465,00","460,00","56,16K","-0,33%"
"10.06.2021","464,15","462,50","464,15","461,05","46,44K","0,47%"
"09.06.2021","462,00","461,50","465,00","461,50","126,30K","-0,65%"
"08.06.2021","465,00","461,50","465,00","461,00","40,60K","0,43%"
"07.06.2021","463,00","462,00","465,00","460,50","8,28K","0,11%"
"04.06.2021","462,50","466,00","466,00","460,05","33,48K","-0,55%"
"03.06.2021","465,05","459,90","465,05","459,90","39,80K","1,21%"
"02.06.2021","459,50","454,00","459,50","454,00","20,33K","-0,04%"
"01.06.2021","459,70","452,55","459,70","452,55","24,57K","1,26%"
"31.05.2021","454,00","452,15","456,00","452,15","5,71K","-0,85%"
"28.05.2021","457,90","450,00","457,90","448,00","62,25K","1,17%"
"27.05.2021","452,60","452,00","453,90","450,00","39,04K","-0,53%"
"26.05.2021","455,00","451,10","455,95","451,00","0,67K","0,83%"
"25.05.2021","451,25","451,70","457,00","451,25","7,19K","-0,95%"
"24.05.2021","455,60","457,90","457,90","455,50","13,71K","-0,09%"
"21.05.2021","456,00","452,30","456,00","451,00","23,97K","1,11%"
"20.05.2021","451,00","460,00","460,00","451,00","26,22K","-2,22%"
"19.05.2021","461,25","451,00","463,00","451,00","26,67K","1,15%"
"18.05.2021","456,00","451,00","463,90","451,00","19,56K","0,42%"
"17.05.2021","454,10","448,00","456,00","448,00","165,99K","1,80%"
"12.05.2021","446,05","445,00","446,90","445,00","65,59K","0,12%"
"11.05.2021","445,50","446,00","447,00","445,00","21,92K","-0,36%"
"10.05.2021","447,10","446,00","447,50","446,00","14,44K","0,06%"
"07.05.2021","446,85","445,20","446,85","445,20","85,48K","0,40%"
"06.05.2021","445,05","441,00","446,00","441,00","64,31K","1,32%"
"05.05.2021","439,25","439,00","439,50","439,00","27,95K","0,75%"
"04.05.2021","436,00","434,50","437,00","434,50","56,79K","0,45%"
"03.05.2021","434,05","430,00","434,05","430,00","66,43K","0,94%"
"30.04.2021","430,00","429,00","430,00","428,00","52,94K","0,35%"
"29.04.2021","428,50","429,00","429,50","428,50","25,48K","-0,12%"
"28.04.2021","429,00","428,95","429,00","426,05","44,64K","0,23%"
"27.04.2021","428,00","427,25","428,00","427,25","19,97K","-0,23%"
"26.04.2021","429,00","427,05","429,00","427,05","71,38K","-0,21%"
"23.04.2021","429,90","427,15","429,90","427,15","22,30K","0,92%"
"22.04.2021","426,00","426,15","426,15","426,00","3,23K","0,00%"
"21.04.2021","426,00","428,00","429,00","426,00","80,51K","-0,70%"
"20.04.2021","429,00","426,00","429,50","426,00","46,77K","0,70%"
"19.04.2021","426,00","425,00","427,00","425,00","20,75K","-0,23%"
"16.04.2021","427,00","425,00","427,00","421,00","37,10K","0,71%"
"15.04.2021","424,00","429,80","429,80","423,00","0,30K","-0,47%"
"14.04.2021","426,00","425,50","426,00","425,05","21,51K","0,24%"
"13.04.2021","425,00","426,00","429,00","425,00","2,44K","-0,47%"
"12.04.2021","427,00","423,00","427,00","423,00","0,57K","0,47%"
"09.04.2021","425,00","420,30","425,00","420,30","11,76K","0,24%"
"08.04.2021","424,00","423,20","424,00","423,00","11,26K","-0,24%"
"07.04.2021","425,00","425,00","425,00","423,35","5,54K","0,00%"
"06.04.2021","425,00","427,00","430,00","425,00","20,67K","-0,47%"
"05.04.2021","427,00","426,00","427,00","425,10","15,04K","-0,91%"
"02.04.2021","430,90","431,00","431,00","425,00","8,87K","0,21%"
"01.04.2021","430,00","426,15","430,00","425,00","68,08K","2,05%"
"31.03.2021","421,35","420,00","421,35","420,00","10,93K","-1,09%"
"30.03.2021","426,00","420,05","426,00","420,00","8,49K","1,43%"
"29.03.2021","420,00","420,00","420,00","420,00","50,79K","0,00%"
"26.03.2021","420,00","417,00","420,00","416,00","65,87K","0,48%"
"25.03.2021","418,00","416,05","418,00","415,05","16,50K","0,59%"
"24.03.2021","415,55","415,00","415,55","414,00","3,46K","0,13%"
"23.03.2021","415,00","418,00","418,00","415,00","40,78K","-0,72%"
"22.03.2021","418,00","415,15","418,00","415,15","15,33K","-0,21%"
"19.03.2021","418,90","420,00","420,00","418,90","19,77K","0,93%"
"18.03.2021","415,05","423,75","423,75","415,05","138,77K","-1,88%"
"17.03.2021","423,00","421,00","423,70","421,00","65,43K","0,49%"
"16.03.2021","420,95","417,60","420,95","417,50","19,02K","0,56%"
"15.03.2021","418,60","419,00","421,00","418,00","2,74K","-0,57%"
"12.03.2021","421,00","424,00","424,00","421,00","36,41K","0,43%"
"11.03.2021","419,20","419,00","419,20","419,00","11,23K","-0,07%"
"10.03.2021","419,50","419,50","419,50","417,00","11,28K","0,00%"
"09.03.2021","419,50","419,50","419,80","416,00","9,47K","0,60%"
"08.03.2021","417,00","419,00","420,00","416,50","15,24K","-0,48%"
"05.03.2021","419,00","421,00","421,00","419,00","17,32K","0,00%"
"04.03.2021","419,00","416,05","421,00","416,05","18,61K","-0,24%"
"03.03.2021","420,00","422,00","422,00","420,00","22,00K","-0,26%"
"02.03.2021","421,10","425,00","425,00","421,10","8,05K","-0,92%"
"01.03.2021","425,00","420,30","425,00","420,00","0,09K","1,07%"
"26.02.2021","420,50","418,00","426,00","418,00","95,55K","0,60%"
"25.02.2021","418,00","411,00","418,00","406,75","32,18K","0,72%"
"24.02.2021","415,00","420,00","420,00","405,50","46,45K","-1,20%"
"23.02.2021","420,05","421,00","424,00","420,05","12,06K","-1,07%"
"22.02.2021","424,60","429,70","429,70","423,10","22,66K","-0,23%"
"19.02.2021","425,60","425,50","429,60","425,50","12,84K","-0,95%"
"18.02.2021","429,70","430,00","430,00","426,10","0,79K","1,08%"
"17.02.2021","425,10","428,60","431,00","425,10","80,63K","-0,82%"
"16.02.2021","428,60","428,95","428,95","428,60","2,06K","0,82%"
"15.02.2021","425,10","434,00","434,00","425,10","7,48K","-0,65%"
"12.02.2021","427,90","430,00","435,00","427,90","5,36K","0,33%"
"11.02.2021","426,50","425,00","426,50","420,00","23,75K","0,83%"
"10.02.2021","423,00","431,00","431,00","421,10","32,19K","-1,86%"
"09.02.2021","431,00","433,80","434,00","431,00","123,28K","-0,60%"
"08.02.2021","433,60","438,00","438,00","433,60","52,01K","-0,21%"
"05.02.2021","434,50","438,95","438,95","433,10","18,59K","-0,38%"
"04.02.2021","436,15","436,85","439,00","436,00","5,42K","-0,65%"
"03.02.2021","439,00","440,00","440,00","439,00","17,40K","-0,23%"
"02.02.2021","440,00","437,95","440,95","437,50","21,06K","0,47%"
"01.02.2021","437,95","435,50","437,95","434,95","11,88K","0,42%"
"29.01.2021","436,10","435,95","441,75","435,50","35,04K","0,09%"
"28.01.2021","435,70","442,00","442,00","435,10","14,48K","-1,20%"
"27.01.2021","441,00","442,00","442,05","440,00","14,15K","-0,23%"
"26.01.2021","442,00","445,00","445,00","442,00","38,91K","-0,67%"
"25.01.2021","445,00","437,00","445,00","435,00","36,77K","1,83%"
"22.01.2021","437,00","435,00","437,00","435,00","50,27K","0,40%"
"21.01.2021","435,25","433,90","436,90","432,60","60,50K","0,29%"
"20.01.2021","434,00","430,60","435,50","430,05","21,23K","0,00%"
"19.01.2021","434,00","437,00","437,00","430,05","46,69K","-0,69%"
"18.01.2021","437,00","434,75","439,00","432,15","70,29K","1,15%"
"15.01.2021","432,05","428,00","432,05","428,00","88,75K","1,17%"
"14.01.2021","427,05","424,00","427,50","424,00","46,34K","0,72%"
"13.01.2021","424,00","422,00","424,00","420,00","7,50K","0,01%"
"12.01.2021","423,95","424,00","425,00","422,00","71,61K","0,94%"
"08.01.2021","420,00","429,40","429,40","420,00","27,70K","-0,94%"
"07.01.2021","424,00","424,80","426,00","423,00","63,98K","0,95%"
"06.01.2021","420,00","421,00","425,00","418,10","18,49K","-0,94%"
"05.01.2021","424,00","427,80","427,80","424,00","4,43K","-1,40%"
"04.01.2021","430,00","429,95","430,00","423,60","28,47K","1,59%"
"31.12.2020","423,25","422,00","428,85","422,00","18,79K","-1,57%"
"30.12.2020","430,00","429,10","432,00","429,10","107,23K","0,00%"
"29.12.2020","430,00","432,40","432,40","429,10","56,37K","0,23%"
"28.12.2020","429,00","428,00","434,00","428,00","647,02K","0,47%"
"25.12.2020","427,00","427,50","428,00","425,50","86,81K","-0,23%"
"24.12.2020","428,00","434,75","434,75","428,00","59,92K","-0,95%"
"23.12.2020","432,10","431,00","435,95","427,10","32,19K","0,73%"
"22.12.2020","428,95","419,50","430,00","412,00","143,39K","2,24%"
"21.12.2020","419,55","428,00","428,00","419,55","81,20K","-3,99%"
"18.12.2020","437,00","441,00","441,00","437,00","67,77K","-0,67%"
"17.12.2020","439,95","436,00","441,00","436,00","55,85K","0,91%"
"16.12.2020","436,00","426,50","436,00","426,20","97,92K","2,32%"
"15.12.2020","426,10","425,10","427,00","425,05","56,55K","0,25%"
"14.12.2020","425,05","427,90","430,00","425,05","27,83K","-0,48%"
"11.12.2020","427,10","421,00","428,00","420,85","140,96K","2,92%"
"10.12.2020","415,00","418,00","420,00","415,00","18,86K","-0,69%"
"09.12.2020","417,90","417,50","422,00","417,00","143,55K","0,60%"
"08.12.2020","415,40","412,95","417,00","412,95","10,19K","0,83%"
"07.12.2020","412,00","412,75","412,75","412,00","3,40K","0,50%"
"04.12.2020","409,95","410,00","411,00","408,00","23,56K","0,72%"
"03.12.2020","407,00","410,00","410,00","406,00","132,90K","0,35%"
"02.12.2020","405,60","409,50","409,50","405,25","81,54K","-0,10%"
"01.12.2020","406,00","404,00","411,90","404,00","3,75K","-0,98%"
"30.11.2020","410,00","400,50","410,00","400,50","98,05K","1,74%"
"27.11.2020","403,00","410,05","411,80","403,00","13,94K","-1,71%"
"26.11.2020","410,00","417,90","418,00","410,00","9,10K","-1,68%"
"25.11.2020","417,00","411,00","418,90","411,00","109,68K","1,48%"
"24.11.2020","410,90","411,90","411,90","408,25","22,63K","1,06%"
"23.11.2020","406,60","411,00","413,00","406,60","8,03K","-0,02%"
"20.11.2020","406,70","410,65","410,65","405,00","162,44K","2,99%"
"19.11.2020","394,90","390,40","397,90","390,40","44,77K","-0,28%"
"17.11.2020","396,00","395,15","399,00","395,15","48,92K","0,23%"
"16.11.2020","395,10","391,90","397,00","389,00","96,42K","1,31%"
"13.11.2020","390,00","385,55","394,00","385,55","100,64K","1,27%"
"12.11.2020","385,10","385,05","387,95","381,00","20,06K","0,03%"
"11.11.2020","385,00","389,90","389,90","384,00","20,42K","-0,52%"
"10.11.2020","387,00","389,00","392,00","386,10","64,38K","0,52%"
"09.11.2020","385,00","375,15","386,00","375,15","129,20K","2,52%"
"05.11.2020","375,55","376,00","377,00","375,00","9,28K","0,05%"
"04.11.2020","375,35","375,05","376,00","375,05","25,51K","-0,17%"
"03.11.2020","376,00","375,80","376,00","375,10","27,07K","0,05%"
"02.11.2020","375,80","377,00","377,90","374,00","10,89K","-0,58%"
"28.10.2020","378,00","375,20","379,50","374,55","52,21K","-0,07%"
"27.10.2020","378,25","376,60","380,00","376,60","16,10K","0,07%"
"26.10.2020","378,00","378,00","383,00","378,00","4,39K","-0,51%"
"23.10.2020","379,95","379,95","380,00","377,00","33,65K","0,77%"
"22.10.2020","377,05","373,00","380,00","373,00","21,92K","0,55%"
"21.10.2020","375,00","372,00","375,50","371,10","2,98K","1,08%"
"20.10.2020","371,00","370,65","371,00","370,05","2,54K","0,09%"
"19.10.2020","370,65","374,00","374,00","370,65","16,51K","-0,90%"
"16.10.2020","374,00","380,90","380,90","374,00","29,58K","-1,32%"
"15.10.2020","379,00","385,00","385,00","376,50","44,27K","-1,46%"
"14.10.2020","384,60","372,50","385,95","372,50","86,65K","3,36%"
"13.10.2020","372,10","370,00","372,10","369,00","18,17K","1,25%"
"12.10.2020","367,50","371,00","371,00","367,50","1,01K","0,16%"
"09.10.2020","366,90","367,10","367,20","366,00","680,70K","-0,84%"
"08.10.2020","370,00","371,00","371,50","367,00","3,53K","-0,40%"
"07.10.2020","371,50","370,00","372,00","370,00","59,50K","0,68%"
"06.10.2020","369,00","362,00","369,00","362,00","57,68K","2,16%"
"05.10.2020","361,20","358,00","363,00","358,00","66,88K","1,32%"
"02.10.2020","356,50","357,75","357,75","355,05","5,41K","-0,14%"
"01.10.2020","357,00","357,00","357,00","357,00","25,04K","-0,20%"
"30.09.2020","357,70","353,60","358,00","352,00","0,61K","1,19%"
"29.09.2020","353,50","355,00","358,00","353,50","5,41K","-0,42%"
"28.09.2020","355,00","352,00","355,00","351,50","0,52K","0,85%"
"25.09.2020","352,00","350,00","355,00","350,00","18,00K","0,57%"
"24.09.2020","350,00","351,00","356,00","350,00","94,70K","-2,74%"
"23.09.2020","359,85","362,00","362,00","359,85","31,75K","-0,04%"
"22.09.2020","360,00","363,00","363,00","356,60","27,20K","0,00%"
"21.09.2020","360,00","363,00","363,00","360,00","21,31K","0,53%"
"18.09.2020","358,10","357,00","360,00","357,00","13,15K","0,84%"
"17.09.2020","355,10","358,00","359,00","354,00","9,35K","-0,48%"
"16.09.2020","356,80","360,00","363,00","355,90","10,05K","-0,86%"
"15.09.2020","359,90","370,00","370,00","359,90","26,48K","-1,67%"
"14.09.2020","366,00","369,00","369,00","365,00","42,18K","-1,07%"
"11.09.2020","369,95","372,00","372,00","367,05","49,06K","0,53%"
"10.09.2020","368,00","364,00","369,00","364,00","29,49K","1,10%"
"09.09.2020","364,00","363,50","367,90","363,00","1,15K","0,23%"
"08.09.2020","363,15","361,10","365,05","361,10","1,16K","-1,59%"
"07.09.2020","369,00","365,00","369,00","362,00","1,83K","1,14%"
"04.09.2020","364,85","369,50","369,50","364,85","22,26K","-1,12%"
"03.09.2020","369,00","369,00","370,00","366,00","0,94K","0,24%"
"02.09.2020","368,10","371,00","377,00","367,20","9,57K","-0,75%"
"01.09.2020","370,90","358,05","370,90","358,05","23,57K","4,00%"
"31.08.2020","356,65","355,00","359,95","352,00","47,21K","0,41%"
"28.08.2020","355,20","361,00","361,00","353,00","65,14K","-1,36%"
"27.08.2020","360,10","370,05","371,00","360,10","34,99K","-3,22%"
"26.08.2020","372,10","375,00","377,00","371,00","5,80K","-0,77%"
"25.08.2020","375,00","378,60","380,00","374,95","22,06K","-0,95%"
"24.08.2020","378,60","384,95","384,95","375,00","28,08K","-1,28%"
"19.08.2020","383,50","382,55","383,55","382,55","3,62K","-0,26%"
"18.08.2020","384,50","387,75","387,75","382,05","2,97K","-0,13%"
"17.08.2020","385,00","387,90","387,90","383,10","23,69K","-0,54%"
"13.08.2020","387,10","389,00","389,00","386,00","30,83K","-0,49%"
"12.08.2020","389,00","381,15","389,00","381,15","41,77K","2,06%"
"11.08.2020","381,15","384,95","384,95","381,05","56,51K","0,04%"
"10.08.2020","381,00","377,00","384,90","377,00","18,38K","1,33%"
"07.08.2020","376,00","375,00","376,95","371,00","22,18K","0,31%"
"06.08.2020","374,85","374,50","375,00","374,00","8,85K","0,98%"
"05.08.2020","371,20","369,00","374,00","369,00","15,36K","0,32%"
"04.08.2020","370,00","368,90","370,00","366,00","18,62K","1,34%"
"03.08.2020","365,10","369,00","369,00","365,10","21,83K","-1,06%"
"29.07.2020","369,00","365,15","369,00","365,10","48,62K","-0,24%"
"28.07.2020","369,90","362,00","369,90","362,00","8,85K","2,18%"
"27.07.2020","362,00","358,00","362,00","355,50","72,44K","1,12%"
"24.07.2020","358,00","355,05","358,00","355,05","41,89K","0,70%"
"23.07.2020","355,50","355,00","358,00","354,05","11,16K","0,14%"
"22.07.2020","355,00","356,10","356,10","350,00","7,67K","-0,84%"
"21.07.2020","358,00","357,00","359,80","356,15","7,61K","0,00%"
"20.07.2020","358,00","355,00","358,00","355,00","3,11K","0,85%"
"17.07.2020","355,00","357,00","357,00","355,00","3,01K","-0,56%"
"16.07.2020","357,00","355,95","358,95","353,00","23,04K","0,54%"
"15.07.2020","355,10","351,10","356,95","351,10","11,81K","0,59%"
"14.07.2020","353,00","351,00","353,00","351,00","111,86K","0,43%"
"13.07.2020","351,50","354,95","354,95","351,00","0,44K","-0,14%"
"10.07.2020","352,00","353,00","353,90","351,05","16,36K","0,26%"
"09.07.2020","351,10","354,90","354,90","351,00","0,28K","0,03%"
"08.07.2020","351,00","358,00","358,00","351,00","1,76K","-0,03%"
"07.07.2020","351,10","352,50","353,00","350,00","59,68K","-0,40%"
"06.07.2020","352,50","357,95","357,95","350,00","12,46K","-0,72%"
"03.07.2020","355,05","357,95","358,00","355,05","20,59K","-0,55%"
"02.07.2020","357,00","352,00","357,00","352,00","6,05K","0,00%"
"01.07.2020","357,00","359,00","359,80","356,00","6,28K","0,28%"
"30.06.2020","356,00","353,00","356,00","353,00","173,97K","1,40%"
"29.06.2020","351,10","359,00","359,00","351,10","17,28K","0,29%"
"26.06.2020","350,10","355,00","360,00","350,10","65,37K","-1,39%"
"25.06.2020","355,05","359,00","359,00","355,05","37,86K","-0,55%"
"24.06.2020","357,00","363,85","363,85","354,00","31,40K","-1,46%"
"23.06.2020","362,30","364,00","364,00","361,00","4,70K","-0,45%"
"22.06.2020","363,95","364,00","364,00","361,00","5,88K","-0,01%"
"19.06.2020","364,00","369,90","369,90","360,00","65,15K","-0,29%"
"18.06.2020","365,05","374,90","374,90","365,05","337,65K","0,30%"
"17.06.2020","363,95","363,95","363,95","363,95","79,18K","3,99%"
"16.06.2020","350,00","347,00","351,40","347,00","420,55K","1,45%"
"15.06.2020","345,00","345,00","347,80","342,00","109,68K","0,88%"
"12.06.2020","342,00","348,95","348,95","342,00","41,80K","-0,87%"
"11.06.2020","345,00","348,90","350,90","344,00","77,07K","-1,12%"
"10.06.2020","348,90","354,00","354,00","348,90","80,59K","-1,43%"
"09.06.2020","353,95","354,90","354,90","353,20","89,05K","-0,16%"
"08.06.2020","354,50","354,90","354,90","352,00","29,83K","1,00%"
"05.06.2020","351,00","349,50","353,00","349,50","22,87K","0,29%"
"04.06.2020","350,00","352,90","352,95","350,00","18,79K","0,34%"
"03.06.2020","348,80","350,00","353,00","348,80","130,92K","-0,34%"
"02.06.2020","350,00","353,50","353,50","349,90","72,81K","1,01%"
"01.06.2020","346,50","343,00","348,00","343,00","48,76K","0,43%"
"29.05.2020","345,00","349,95","349,95","340,00","98,40K","0,00%"
"28.05.2020","345,00","360,00","360,00","345,00","61,06K","-2,82%"
"27.05.2020","355,00","353,00","358,00","350,00","137,90K","1,72%"
"26.05.2020","349,00","347,95","352,00","347,00","173,54K","1,32%"
"22.05.2020","344,45","340,00","346,00","340,00","202,82K","1,31%"
"21.05.2020","340,00","331,00","342,50","331,00","59,93K","1,80%"
"20.05.2020","334,00","340,00","340,10","331,00","20,91K","-1,79%"
"19.05.2020","340,10","348,00","348,00","340,10","24,41K","-1,12%"
"18.05.2020","343,95","338,00","344,00","338,00","91,62K","2,67%"
"15.05.2020","335,00","329,00","335,00","328,95","46,81K","3,81%"
"14.05.2020","322,70","320,00","325,00","319,00","130,73K","1,45%"
"13.05.2020","318,10","328,90","328,90","317,45","42,48K","-2,12%"
"12.05.2020","325,00","336,20","336,75","324,95","136,42K","-3,42%"
"11.05.2020","336,50","340,00","340,00","336,50","50,87K","-1,59%"
"08.05.2020","341,95","343,10","343,70","332,25","126,66K","-1,18%"
"07.05.2020","346,05","348,50","348,50","345,00","23,14K","-0,70%"
"06.05.2020","348,50","355,00","355,00","345,00","71,82K","-1,83%"
"05.05.2020","355,00","355,00","359,90","354,05","190,25K","0,00%"
"04.05.2020","355,00","357,10","357,10","350,00","944,29K","-0,34%"
"30.04.2020","356,20","353,00","362,00","353,00","77,19K","1,18%"
"29.04.2020","352,05","348,50","355,00","346,00","242,35K","1,03%"
"28.04.2020","348,45","346,95","348,45","340,00","28,72K","4,00%"
"27.04.2020","335,05","334,80","335,05","331,00","28,38K","1,53%"
"24.04.2020","330,00","329,70","330,00","329,00","34,51K","1,23%"
"23.04.2020","326,00","329,00","329,00","325,00","6,55K","0,00%"
"22.04.2020","326,00","329,90","329,90","325,00","14,40K","0,93%"
"21.04.2020","323,00","330,00","330,10","323,00","79,32K","-2,59%"
"20.04.2020","331,60","334,95","335,00","330,00","21,36K","0,11%"
"17.04.2020","331,25","335,50","335,50","330,00","16,35K","-1,21%"
"16.04.2020","335,30","342,00","342,00","335,30","14,31K","0,09%"
"15.04.2020","335,00","338,85","340,00","335,00","45,56K","-1,76%"
"14.04.2020","341,00","345,00","349,80","340,50","30,03K","0,00%"
"13.04.2020","341,00","343,10","343,10","339,00","3,35K","-0,84%"
"10.04.2020","343,90","343,00","345,00","340,00","44,25K","0,26%"
"09.04.2020","343,00","339,00","348,00","339,00","167,69K","1,18%"
"08.04.2020","339,00","333,00","339,00","326,35","88,61K","3,89%"
"07.04.2020","326,30","327,00","336,55","326,30","124,28K","-3,99%"
"06.04.2020","339,85","355,00","355,00","339,85","26,80K","-4,00%"
"03.04.2020","354,00","363,00","368,00","354,00","146,18K","-2,21%"
"02.04.2020","362,00","368,00","368,00","362,00","63,26K","-2,15%"
"01.04.2020","369,95","371,95","374,95","369,95","4,32K","-0,52%"
"31.03.2020","371,90","377,90","378,00","371,90","9,03K","0,00%"
"30.03.2020","371,90","386,00","386,00","371,00","77,87K","0,00%"
"27.03.2020","371,90","389,00","389,00","371,90","47,14K","-1,61%"
"26.03.2020","378,00","388,00","390,00","375,50","29,18K","-2,56%"
"25.03.2020","387,95","399,00","399,00","384,00","142,94K","-2,77%"
"24.03.2020","399,00","412,45","412,45","395,05","182,28K","0,61%"
"23.03.2020","396,60","396,60","396,60","391,00","156,03K","4,00%"
"20.03.2020","381,35","379,00","381,35","379,00","275,08K","4,00%"
"19.03.2020","366,70","364,95","366,70","358,00","204,82K","4,00%"
"18.03.2020","352,60","367,90","368,00","352,60","92,10K","-3,99%"
"17.03.2020","367,25","370,00","377,00","367,25","106,09K","-4,00%"
"16.03.2020","382,55","420,00","420,00","382,55","129,51K","-9,99%"
"13.03.2020","425,00","416,05","430,00","405,00","116,67K","1,19%"
"12.03.2020","420,00","440,00","440,00","420,00","242,69K","-7,49%"
"11.03.2020","454,00","460,10","463,00","452,50","137,03K","-0,66%"
"10.03.2020","457,00","436,00","473,20","436,00","127,26K","6,23%"
"09.03.2020","430,20","463,00","463,00","427,00","145,70K","-6,07%"
"06.03.2020","458,00","476,00","480,00","458,00","93,75K","-3,78%"
"05.03.2020","476,00","480,00","480,00","476,00","100,47K","-0,21%"
"04.03.2020","477,00","482,60","485,00","477,00","52,85K","-1,41%"
"03.03.2020","483,80","490,50","493,00","483,80","47,80K","-2,46%"
"02.03.2020","496,00","495,00","496,00","494,00","5,64K","0,20%"
"28.02.2020","495,00","507,00","507,00","495,00","163,50K","-2,37%"
"26.02.2020","507,00","511,00","511,00","507,00","38,83K","-0,78%"
"25.02.2020","511,00","510,00","513,00","510,00","66,89K","0,18%"
"24.02.2020","510,10","501,10","510,10","501,10","13,14K","0,02%"
"21.02.2020","510,00","500,00","513,00","500,00","415,85K","1,19%"
"20.02.2020","504,00","500,00","504,00","500,00","41,12K","0,80%"
"19.02.2020","500,00","493,05","500,00","493,05","1,23K","0,00%"
"18.02.2020","500,00","500,00","500,10","499,10","31,28K","0,00%"
"17.02.2020","500,00","498,00","500,00","498,00","10,78K","-0,02%"
"14.02.2020","500,10","487,50","500,10","487,50","81,57K","1,03%"
"13.02.2020","495,00","494,00","495,00","487,05","3,06K","2,47%"
"12.02.2020","483,05","483,05","483,05","483,05","2,55K","0,04%"
"11.02.2020","482,85","486,00","486,00","482,50","22,52K","-1,16%"
"10.02.2020","488,50","489,10","489,10","488,50","31,52K","0,00%"
"07.02.2020","488,50","493,00","493,00","488,05","133,34K","-1,11%"
"06.02.2020","494,00","495,45","496,05","494,00","52,42K","-1,20%"
"05.02.2020","500,00","502,90","503,00","494,05","20,78K","1,21%"
"04.02.2020","494,00","494,00","494,00","493,90","39,26K","0,00%"
"03.02.2020","494,00","507,00","513,00","494,00","6,55K","-1,98%"
"31.01.2020","504,00","498,00","505,00","498,00","66,59K","1,20%"
"30.01.2020","498,00","498,00","498,00","497,10","52,87K","-0,40%"
"29.01.2020","500,00","503,00","503,00","500,00","44,57K","-0,60%"
"28.01.2020","503,00","503,00","505,00","503,00","31,07K","-0,40%"
"27.01.2020","505,00","505,00","505,50","504,00","51,03K","-0,20%"
"24.01.2020","506,00","507,00","507,00","501,20","107,85K","0,20%"
"23.01.2020","505,00","507,00","507,00","501,10","65,41K","-0,39%"
"22.01.2020","507,00","503,00","507,00","503,00","130,08K","0,80%"
"21.01.2020","503,00","500,00","503,00","500,00","24,99K","0,02%"
"20.01.2020","502,90","498,30","502,90","498,30","6,72K","0,78%"
"17.01.2020","499,00","501,60","503,00","497,10","83,77K","-0,20%"
"16.01.2020","500,00","495,10","500,00","495,10","60,36K","0,41%"
"15.01.2020","497,95","498,00","499,00","496,65","97,60K","0,28%"
"14.01.2020","496,55","493,50","496,55","493,50","7,71K","0,69%"
"13.01.2020","493,15","492,05","493,15","492,05","1,83K","-0,67%"
"10.01.2020","496,50","497,60","501,90","496,50","361,57K","-0,49%"
"09.01.2020","498,95","498,00","500,20","498,00","120,49K","0,39%"
"08.01.2020","497,00","495,00","498,00","495,00","112,77K","0,40%"
"07.01.2020","495,00","490,50","495,00","490,50","17,85K","0,92%"
"06.01.2020","490,50","490,00","490,50","490,00","21,40K","-0,90%"
"03.01.2020","494,95","488,90","495,00","487,00","26,66K","1,01%"
"02.01.2020","490,00","490,00","490,00","490,00","4,77K","-1,80%"
"31.12.2019","499,00","491,00","499,00","488,00","167,17K","1,84%"
"30.12.2019","490,00","485,25","490,00","485,25","29,60K","0,20%"
"27.12.2019","489,00","487,10","489,00","486,00","28,93K","0,38%"
"26.12.2019","487,15","488,10","488,10","487,10","35,42K","-0,38%"
"25.12.2019","489,00","492,00","492,00","488,10","99,81K","-0,20%"
"24.12.2019","490,00","491,50","492,00","490,00","127,77K","-0,61%"
"23.12.2019","493,00","492,60","493,00","487,70","118,55K","0,08%"
"20.12.2019","492,60","491,60","492,60","491,60","234,98K","0,22%"
"19.12.2019","491,50","490,00","491,85","490,00","216,39K","0,52%"
"18.12.2019","488,95","489,00","490,00","486,70","35,04K","-0,21%"
"17.12.2019","490,00","490,00","490,00","489,00","127,74K","0,00%"
"16.12.2019","490,00","486,10","490,00","486,10","10,10K","0,01%"
"13.12.2019","489,95","486,10","489,95","486,10","24,95K","0,79%"
"12.12.2019","486,10","488,00","489,90","486,10","19,92K","-0,80%"
"11.12.2019","490,00","485,00","490,00","485,00","136,17K","1,03%"
"10.12.2019","485,00","481,60","485,00","481,60","21,77K","0,80%"
"09.12.2019","481,15","481,00","481,50","481,00","5,51K","-0,19%"
"06.12.2019","482,05","484,50","484,50","481,10","21,64K","0,22%"
"05.12.2019","481,00","479,15","481,00","479,15","38,80K","-0,62%"
"04.12.2019","484,00","476,50","484,00","476,50","1,09K","0,00%"
"03.12.2019","484,00","483,00","484,00","483,00","42,64K","-0,10%"
"02.12.2019","484,50","485,00","485,00","483,10","16,89K","-0,10%"
"29.11.2019","485,00","483,00","485,00","483,00","56,61K","0,39%"
"28.11.2019","483,10","485,00","485,00","483,00","14,83K","0,01%"
"27.11.2019","483,05","481,00","484,00","481,00","8,07K","0,05%"
"26.11.2019","482,80","481,00","484,00","481,00","80,22K","0,36%"
"25.11.2019","481,05","478,50","481,05","478,25","11,14K","-0,80%"
"22.11.2019","484,95","489,00","492,00","475,05","61,42K","-0,42%"
"21.11.2019","487,00","477,00","488,85","477,00","117,69K","1,44%"
"20.11.2019","480,10","482,00","483,00","480,00","46,73K","-0,60%"
